DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_timestamp,Year,Wildfire Event
201321212,12/14/2020 12:00:00 AM,2020-12-14,1330,13,Newton,1393,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,100 W  67TH                         ST,,33.979,-118.2762,2020-12-14 13:30:00,2020,1
201320827,12/04/2020 12:00:00 AM,2020-12-04,30,13,Newton,1344,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SAN PEDRO                    ST,42ND                         ST,34.0075,-118.2696,2020-12-04 00:30:00,2020,1
202018381,12/14/2020 12:00:00 AM,2020-12-14,2150,20,Olympic,2038,1,220,ATTEMPTED ROBBERY,1822 0334 0337 0355 0448 0432 0202,24,M,O,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,220.0,,,,3100    WILSHIRE                     BL,,34.0618,-118.2894,2020-12-14 21:50:00,2020,1
210605022,01/25/2021 12:00:00 AM,2020-12-07,1,6,Hollywood,636,2,354,THEFT OF IDENTITY,0377 1822 1501 0930 0344,40,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1800    WHITLEY                      AV,,34.1035,-118.3334,2020-12-07 00:01:00,2020,1
210306892,03/01/2021 12:00:00 AM,2020-12-12,1800,3,Southwest,328,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 1822,20,M,O,508.0,FRAT HOUSE/SORORITY/DORMITORY,,,IC,Invest Cont,440.0,,,,1000 W  28TH                         ST,,34.0289,-118.2836,2020-12-12 18:00:00,2020,1
210404937,01/25/2021 12:00:00 AM,2020-12-03,2030,4,Hollenbeck,477,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,76,F,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,745.0,,,,2600 E  7TH                          ST,,34.0316,-118.2154,2020-12-03 20:30:00,2020,1
201421485,12/11/2020 12:00:00 AM,2020-12-02,1900,14,Pacific,1446,1,480,BIKE - STOLEN,0344,40,M,W,101.0,STREET,,,IC,Invest Cont,480.0,,,,11900    WASHINGTON                   PL,,34.0022,-118.425,2020-12-02 19:00:00,2020,1
201821708,12/06/2020 12:00:00 AM,2020-12-06,1330,18,Southeast,1837,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0431 0913 2000 1814,30,F,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626.0,,,,1700 E  105TH                        ST,,33.9407,-118.2427,2020-12-06 13:30:00,2020,1
202117399,12/20/2020 12:00:00 AM,2020-12-08,1900,21,Topanga,2175,2,354,THEFT OF IDENTITY,1822 0923,37,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,22100    BURBANK                      BL,,34.172,-118.6076,2020-12-08 19:00:00,2020,1
201822218,12/16/2020 12:00:00 AM,2020-12-15,2000,18,Southeast,1821,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,DENVER                       AV,103RD                        ST,33.9431,-118.2848,2020-12-15 20:00:00,2020,1
201422263,12/28/2020 12:00:00 AM,2020-12-04,1200,14,Pacific,1428,2,662,"BUNCO, GRAND THEFT",0344,36,M,O,751.0,WEBSITE,,,IC,Invest Cont,662.0,,,,10700    PALMS                        BL,,34.0265,-118.4184,2020-12-04 12:00:00,2020,1
201320919,12/07/2020 12:00:00 AM,2020-12-07,445,13,Newton,1307,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0432 0302,53,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,,,,700    CROCKER                      ST,,34.0398,-118.2463,2020-12-07 04:45:00,2020,1
201321119,12/12/2020 12:00:00 AM,2020-12-11,2300,13,Newton,1325,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2700 S  CENTRAL                      AV,,34.0173,-118.2556,2020-12-11 23:00:00,2020,1
211504963,01/24/2021 12:00:00 AM,2020-12-08,900,15,N Hollywood,1521,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,61,F,O,504.0,OTHER RESIDENCE,,,IC,Invest Cont,341.0,,,,13200    VANOWEN                      ST,,34.198,-118.4216,2020-12-08 09:00:00,2020,1
201421610,12/14/2020 12:00:00 AM,2020-12-14,730,14,Pacific,1402,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0349,48,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,11200    BROOKHAVEN                   AV,,34.0298,-118.4342,2020-12-14 07:30:00,2020,1
201421130,12/03/2020 12:00:00 AM,2020-12-02,1800,14,Pacific,1465,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,5200    EMPORIA                      AV,,33.9864,-118.4065,2020-12-02 18:00:00,2020,1
202018439,12/16/2020 12:00:00 AM,2020-12-14,1600,20,Olympic,2039,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,2800    SUNSET                       PL,,34.0608,-118.2858,2020-12-14 16:00:00,2020,1
211904422,12/15/2020 12:00:00 AM,2020-12-15,1,19,Mission,1985,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,21,F,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,TILDEN                       AV,PARTHENIA                    ST,34.2288,-118.4488,2020-12-15 00:01:00,2020,1
201421737,12/17/2020 12:00:00 AM,2020-12-16,800,14,Pacific,1494,1,350,"THEFT, PERSON",0344,34,M,W,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,350.0,,,,200    WORLD WAY,,0.0,0.0,2020-12-16 08:00:00,2020,1
201615339,12/03/2020 12:00:00 AM,2020-12-03,1800,16,Foothill,1667,2,624,BATTERY - SIMPLE ASSAULT,0356 1822,25,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,9600    GREEN VERDUGO                DR,,34.2543,-118.3432,2020-12-03 18:00:00,2020,1
201518276,12/03/2020 12:00:00 AM,2020-12-03,1112,15,N Hollywood,1514,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0419 0444 1813 2000 0416,19,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,6800    BEN                          AV,,34.194,-118.3943,2020-12-03 11:12:00,2020,1
201917631,12/02/2020 12:00:00 AM,2020-12-02,1425,19,Mission,1954,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,22,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,10300 N  SEPULVEDA                    BL,,34.2573,-118.4673,2020-12-02 14:25:00,2020,1
201321304,12/15/2020 12:00:00 AM,2020-12-15,1400,13,Newton,1347,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,26,F,B,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440.0,,,,3200    MORGAN                       AV,,34.011,-118.2449,2020-12-15 14:00:00,2020,1
230126260,12/11/2023 12:00:00 AM,2020-12-10,800,1,Central,182,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 0344,28,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,1100 S  GRAND                        AV,,34.0415,-118.262,2020-12-10 08:00:00,2020,1
201421701,12/16/2020 12:00:00 AM,2020-12-16,1700,14,Pacific,1415,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 1814 0445 2000 0913,30,M,B,102.0,SIDEWALK,304.0,CLUB/BAT,IC,Invest Cont,236.0,,,,1000    PALMS                        BL,,34.0035,-118.4598,2020-12-16 17:00:00,2020,1
201421623,12/14/2020 12:00:00 AM,2020-12-14,2105,14,Pacific,1407,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10200    VENICE                       BL,,34.0216,-118.4018,2020-12-14 21:05:00,2020,1
201320778,12/03/2020 12:00:00 AM,2020-12-03,1040,13,Newton,1393,1,210,ROBBERY,0344 0337 1822,0,M,W,248.0,CELL PHONE STORE,102.0,HAND GUN,AA,Adult Arrest,210.0,,,,7100 S  MAIN                         ST,,33.9786,-118.2761,2020-12-03 10:40:00,2020,1
211805883,02/05/2021 12:00:00 AM,2020-12-02,1125,18,Southeast,1849,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822,30,M,W,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440.0,,,,11400    MONA                         BL,,33.9312,-118.2308,2020-12-02 11:25:00,2020,1
201917979,12/13/2020 12:00:00 AM,2020-12-12,1515,19,Mission,1993,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,27,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,8100    BURNET                       AV,,34.2179,-118.4636,2020-12-12 15:15:00,2020,1
201321302,12/11/2020 12:00:00 AM,2020-12-11,1810,13,Newton,1325,1,310,BURGLARY,0344 1822,55,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,3200 S  CENTRAL                      AV,,34.0139,-118.2565,2020-12-11 18:10:00,2020,1
210705153,12/24/2020 12:00:00 AM,2020-12-12,1704,7,Wilshire,734,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,25,F,W,125.0,PAY PHONE,,,IC,Invest Cont,440.0,,,,300 S  BURNSIDE                     AV,,34.0704,-118.3552,2020-12-12 17:04:00,2020,1
202018058,12/06/2020 12:00:00 AM,2020-12-05,1,20,Olympic,2011,1,310,BURGLARY,1822 0358 0344 1402 0321,53,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,998.0,,,100 N  RIDGEWOOD                    PL,,34.073,-118.3146,2020-12-05 00:01:00,2020,1
201421693,12/16/2020 12:00:00 AM,2020-12-15,1700,14,Pacific,1401,1,330,BURGLARY FROM VEHICLE,1822 1609 0344 1302 1307,62,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,NATIONAL                     BL,INGLEWOOD                    BL,34.0215,-118.441,2020-12-15 17:00:00,2020,1
201822245,12/17/2020 12:00:00 AM,2020-12-16,1930,18,Southeast,1827,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1202 0913 2021 0915 0554 0602,61,M,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,9600    WILMINGTON                   AV,,33.9494,-118.2386,2020-12-16 19:30:00,2020,1
201600863,12/05/2020 12:00:00 AM,2020-12-04,2050,16,Foothill,1677,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1300 1309 1402 1407,0,M,A,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,753.0,998.0,,,9900    EDMORE                       PL,,34.2183,-118.3468,2020-12-04 20:50:00,2020,1
201716285,12/16/2020 12:00:00 AM,2020-12-16,330,17,Devonshire,1764,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,9400    CORBIN                       AV,,34.241,-118.5623,2020-12-16 03:30:00,2020,1
202116907,12/11/2020 12:00:00 AM,2020-12-11,1725,21,Topanga,2126,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 0334 1259,17,M,H,101.0,STREET,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,21200    LULL                         ST,,34.2095,-118.5956,2020-12-11 17:25:00,2020,1
210113001,07/05/2021 12:00:00 AM,2020-12-13,1400,1,Central,157,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,48,M,B,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,500    CROCKER                      ST,,34.0432,-118.2431,2020-12-13 14:00:00,2020,1
201321207,12/14/2020 12:00:00 AM,2020-12-12,1800,13,Newton,1346,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,43RD                         ST,CENTRAL                      AV,34.0058,-118.2565,2020-12-12 18:00:00,2020,1
210106903,03/03/2021 12:00:00 AM,2020-12-04,1205,1,Central,152,2,649,DOCUMENT FORGERY / STOLEN FELONY,0924,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,500 S  FLOWER                       ST,,34.0513,-118.2564,2020-12-04 12:05:00,2020,1
202117133,12/17/2020 12:00:00 AM,2020-12-16,1300,21,Topanga,2173,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VENTURA                      BL,WOODLAKE                     AV,34.1626,-118.6308,2020-12-16 13:00:00,2020,1
201518772,12/18/2020 12:00:00 AM,2020-12-16,1600,15,N Hollywood,1589,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3400    BARHAM                       BL,,34.1449,-118.3408,2020-12-16 16:00:00,2020,1
202117017,12/15/2020 12:00:00 AM,2020-12-15,640,21,Topanga,2187,1,510,VEHICLE - STOLEN,,43,M,H,108.0,PARKING LOT,,,AA,Adult Arrest,510.0,,,,21800    VENTURA                      BL,,34.1684,-118.6021,2020-12-15 06:40:00,2020,1
201518370,12/04/2020 12:00:00 AM,2020-12-04,1945,15,N Hollywood,1581,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,39,F,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,4300    LAUREL CANYON                BL,,34.1478,-118.4071,2020-12-04 19:45:00,2020,1
201518384,12/07/2020 12:00:00 AM,2020-12-06,1955,15,N Hollywood,1543,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0400 0448,29,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,5500    LAUREL CANYON                BL,,34.1685,-118.4008,2020-12-06 19:55:00,2020,1
201715906,12/02/2020 12:00:00 AM,2020-12-02,2211,17,Devonshire,1782,1,210,ROBBERY,0344 0302 1402 0337 1822 0202 0209 0216 0334 0906,0,X,X,401.0,MINI-MART,101.0,REVOLVER,IC,Invest Cont,210.0,998.0,,,8700    CORBIN                       AV,,34.2282,-118.5623,2020-12-02 22:11:00,2020,1
201421899,12/17/2020 12:00:00 AM,2020-12-16,2130,14,Pacific,1469,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,48,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,7000    LA TIJERA                    BL,,33.9746,-118.3749,2020-12-16 21:30:00,2020,1
210704573,01/18/2021 12:00:00 AM,2020-12-06,1800,7,Wilshire,759,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200    5TH                          AV,,34.0497,-118.3214,2020-12-06 18:00:00,2020,1
211505571,02/09/2021 12:00:00 AM,2020-12-07,1630,15,N Hollywood,1501,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,21,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341.0,,,,13000    STRATHERN                    ST,,34.2158,-118.4172,2020-12-07 16:30:00,2020,1
202018032,12/05/2020 12:00:00 AM,2020-12-03,348,20,Olympic,2069,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,1100 S  WESTMORELAND                 AV,,34.0476,-118.2891,2020-12-03 03:48:00,2020,1
202117148,12/15/2020 12:00:00 AM,2020-12-09,1120,21,Topanga,2189,1,310,BURGLARY,1814 1605 0329 0344 0351,23,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310.0,,,,20600    VENTURA                      BL,,34.1674,-118.5819,2020-12-09 11:20:00,2020,1
201918002,12/12/2020 12:00:00 AM,2020-12-12,2315,19,Mission,1983,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 0906 0913 1259,17,F,H,505.0,MOTEL,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,,,,8400 N  SEPULVEDA                    BL,,34.2233,-118.4677,2020-12-12 23:15:00,2020,1
201421393,12/03/2020 12:00:00 AM,2020-12-02,1130,14,Pacific,1437,1,330,BURGLARY FROM VEHICLE,1300 0344,57,F,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,3600    MILITARY                     AV,,34.0168,-118.4156,2020-12-02 11:30:00,2020,1
201518331,12/05/2020 12:00:00 AM,2020-12-04,1730,15,N Hollywood,1548,1,648,ARSON,2004 1501,0,M,W,217.0,AUTO REPAIR SHOP,,,IC,Invest Cont,648.0,,,,10600    MAGNOLIA                     BL,,34.1667,-118.3702,2020-12-04 17:30:00,2020,1
201518560,12/11/2020 12:00:00 AM,2020-12-11,930,15,N Hollywood,1521,1,210,ROBBERY,0344 1313 0342 0319 0448 0421 0449 1822 0355 0400,22,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,7000    ATOLL                        AV,,34.1975,-118.4203,2020-12-11 09:30:00,2020,1
202117061,12/16/2020 12:00:00 AM,2020-12-15,2255,21,Topanga,2134,2,624,BATTERY - SIMPLE ASSAULT,0416,63,M,O,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,22200    SHERMAN                      WY,,34.201,-118.6107,2020-12-15 22:55:00,2020,1
201518625,12/12/2020 12:00:00 AM,2020-12-12,202,15,N Hollywood,1517,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,30,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,6600    ENSIGN                       AV,,34.1903,-118.3718,2020-12-12 02:02:00,2020,1
201615354,12/05/2020 12:00:00 AM,2020-12-04,1210,16,Foothill,1675,2,888,TRESPASSING,1501,20,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,8500    NORRIS                       AV,,34.2245,-118.3669,2020-12-04 12:10:00,2020,1
210113757,07/16/2021 12:00:00 AM,2020-12-08,1200,1,Central,155,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,726.0,POLICE FACILITY,,,IC,Invest Cont,845.0,,,,200 E  6TH                          ST,,34.0448,-118.2474,2020-12-08 12:00:00,2020,1
201615371,12/06/2020 12:00:00 AM,2020-12-05,835,16,Foothill,1601,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,32,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,ADELPHIA                     AV,CORCORAN                     ST,34.2902,-118.4132,2020-12-05 08:35:00,2020,1
201822084,12/14/2020 12:00:00 AM,2020-12-13,1700,18,Southeast,1846,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1822 1100 0329,31,M,B,511.0,PROJECT/TENEMENT/PUBLIC HOUSING,107.0,OTHER FIREARM,IC,Invest Cont,753.0,,,,1300 E  115TH                        ST,,33.9303,-118.2518,2020-12-13 17:00:00,2020,1
202018087,12/07/2020 12:00:00 AM,2020-12-05,1100,20,Olympic,2093,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1900 S  HOBART                       BL,,34.0385,-118.3067,2020-12-05 11:00:00,2020,1
210805135,12/17/2020 12:00:00 AM,2020-12-15,1,8,West LA,859,1,480,BIKE - STOLEN,0344 0346,45,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480.0,,,,1400 S  SHERBOURNE                   DR,,34.0535,-118.3796,2020-12-15 00:01:00,2020,1
202018489,12/17/2020 12:00:00 AM,2020-12-16,1700,20,Olympic,2033,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1402 0344 1822 0384,48,F,H,101.0,STREET,,,IC,Invest Cont,420.0,998.0,,,SAN MARINO                   ST,HOBART                       BL,34.0545,-118.3053,2020-12-16 17:00:00,2020,1
201320973,12/08/2020 12:00:00 AM,2020-12-08,845,13,Newton,1343,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1000 E  MARTIN LUTHER KING JR        BL,,34.011,-118.2575,2020-12-08 08:45:00,2020,1
201716035,12/05/2020 12:00:00 AM,2020-12-05,1552,17,Devonshire,1797,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0345 1202 0394,62,M,B,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,8800    SWINTON                      AV,,34.2307,-118.4862,2020-12-05 15:52:00,2020,1
201518504,12/10/2020 12:00:00 AM,2020-12-10,230,15,N Hollywood,1596,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 0216 1309,25,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,11300    DONA PEGITA                  DR,,34.1299,-118.377,2020-12-10 02:30:00,2020,1
201716243,12/14/2020 12:00:00 AM,2020-12-14,210,17,Devonshire,1727,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10800    BATON ROUGE                  AV,,34.2664,-118.5508,2020-12-14 02:10:00,2020,1
201321133,12/12/2020 12:00:00 AM,2020-12-11,2200,13,Newton,1344,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,MCKINLEY,41ST                         ST,34.0092,-118.2611,2020-12-11 22:00:00,2020,1
211504759,01/19/2021 12:00:00 AM,2020-12-03,1300,15,N Hollywood,1541,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,21,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,341.0,,,,5100    BELLAIRE                     AV,,34.1631,-118.4094,2020-12-03 13:00:00,2020,1
220614618,08/13/2022 12:00:00 AM,2020-12-15,2200,6,Hollywood,666,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 0352 1601,28,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,LEXINGTON,EL CENTRO,34.0926,-118.3245,2020-12-15 22:00:00,2020,1
201615325,12/03/2020 12:00:00 AM,2020-12-03,530,16,Foothill,1656,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1813 0913 1821,40,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,440.0,,,,10300    WHITEGATE                    AV,,34.256,-118.3049,2020-12-03 05:30:00,2020,1
201321324,12/16/2020 12:00:00 AM,2020-12-15,1800,13,Newton,1322,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1609 1307 0329,21,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,2400    TRINITY                      ST,,34.024,-118.2625,2020-12-15 18:00:00,2020,1
202116652,12/04/2020 12:00:00 AM,2020-12-04,230,21,Topanga,2177,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 1605 1420 1202,70,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,21500    BURBANK                      BL,,34.1733,-118.599,2020-12-04 02:30:00,2020,1
201822153,12/15/2020 12:00:00 AM,2020-12-14,1830,18,Southeast,1822,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,9800 S  BROADWAY,,33.9469,-118.2781,2020-12-14 18:30:00,2020,1
202116974,12/13/2020 12:00:00 AM,2020-12-13,310,21,Topanga,2145,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1310 1822,27,M,H,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest,230.0,,,,6900    SHOUP                        AV,,34.1956,-118.6146,2020-12-13 03:10:00,2020,1
201518346,12/06/2020 12:00:00 AM,2020-12-06,640,15,N Hollywood,1599,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,49,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,420.0,,,,3400    BONNIE HILL                  DR,,34.1294,-118.353,2020-12-06 06:40:00,2020,1
201822310,12/18/2020 12:00:00 AM,2020-12-11,2100,18,Southeast,1846,1,310,BURGLARY,1822 0344 0329 1607 0321,27,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,1300    PARMELEE                     AV,,33.9318,-118.2502,2020-12-11 21:00:00,2020,1
202018104,12/07/2020 12:00:00 AM,2020-12-05,1400,20,Olympic,2079,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,55,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1300 S  HOOVER                       ST,,34.0457,-118.2878,2020-12-05 14:00:00,2020,1
201518226,12/02/2020 12:00:00 AM,2020-12-02,1000,15,N Hollywood,1505,1,330,BURGLARY FROM VEHICLE,1302 1605 0344,27,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,11400    SHERMAN                      WY,,34.2012,-118.379,2020-12-02 10:00:00,2020,1
201615487,12/08/2020 12:00:00 AM,2020-12-08,1530,16,Foothill,1612,2,900,VIOLATION OF COURT ORDER,1822 0554 0416 0417 2038,22,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,900.0,,,,11200    DE GARMO                     AV,,34.2736,-118.4145,2020-12-08 15:30:00,2020,1
201518316,12/04/2020 12:00:00 AM,2020-12-04,1445,15,N Hollywood,1549,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0416 0443,0,M,O,108.0,PARKING LOT,310.0,CONCRETE BLOCK/BRICK,IC,Invest Cont,740.0,,,,5400    LANKERSHIM                   BL,,34.1689,-118.3771,2020-12-04 14:45:00,2020,1
201321005,12/09/2020 12:00:00 AM,2020-12-08,2030,13,Newton,1323,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SAN PEDRO                    ST,22ND                         ST,34.0249,-118.2592,2020-12-08 20:30:00,2020,1
201918041,12/14/2020 12:00:00 AM,2020-12-09,1130,19,Mission,1935,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,36,M,H,101.0,STREET,,,IC,Invest Cont,745.0,,,,14800    HAGAR                        ST,,34.2732,-118.4562,2020-12-09 11:30:00,2020,1
